,Carat,table,depth,x,y,z,cut,color,clarity,price
29053,0.4,58.0,63.2,4.66,4.7,2.96,Good,E,SI1,687
29053,0.4,58.0,63.2,4.66,4.7,2.96,Good,E,SI1,687
5258,1.01,55.0,62.7,6.42,6.44,4.03,Very Good,J,SI2,3793
25846,1.51,58.0,63.2,7.24,5.734447312568118,4.55,Very Good,E,VS1,14904
27833,0.31,57.0,61.9,4.33,4.36,2.69,Very Good,H,VVS1,651
33059,0.3,56.0,62.2,4.28,4.3,2.67,Ideal,G,VVS1,814
21964,1.23,57.42490893754073,62.0,6.84,6.87,4.25,Very Good,F,VS1,10035
41317,0.5,58.0,62.2,5.03,5.07,3.14,Very Good,G,SI1,1214
41317,0.5,58.0,62.2,5.03,5.07,3.14,Very Good,G,SI1,1214
15804,1.17,61.0,60.3,6.84,5.734447312568118,4.11,Ideal,H,VS2,6324
19005,0.7983089555010006,56.0,61.4,6.99,6.93,4.27,Ideal,F,SI1,7824
21816,1.31,56.0,62.2,7.01,7.05,4.37,Ideal,G,VS1,9891
32344,0.3,61.0,61.76785962072156,4.33,4.35,2.63,Very Good,G,VVS1,789
26827,2.11,57.0,61.9,8.28,8.22,5.11,Ideal,I,VS1,16723
7265,0.91,56.0,61.76785962072156,6.18,6.22,3.84,Ideal,I,VS2,4199
47677,0.51,55.0,61.8,5.16,5.1,3.17,Ideal,D,VS2,1882
47677,0.51,55.0,61.8,5.16,5.1,3.17,Ideal,D,VS2,1882
44437,0.51,60.0,62.5,5.08,5.1,3.18,Premium,E,VS2,1590
42596,0.5,57.0,62.8,5.05,5.08,3.18,Ideal,E,SI1,1331
28920,0.3,55.0,62.0,4.3,4.34,2.68,Ideal,H,VVS1,684
22554,1.53,55.0,62.8,7.35,5.734447312568118,4.63,Very Good,I,VS1,10602
40666,0.31,57.0,60.2,4.38,4.44,2.65,Ideal,F,IF,1155
36824,0.44,57.0,61.1,4.91,4.95,3.01,Ideal,I,VVS2,957
7679,1.18,60.0,61.3,6.83,6.78,4.17,Ideal,J,SI2,4274
52080,0.78,55.0,61.76785962072156,5.88,5.91,3.67,Ideal,J,VS2,2456
51386,0.71,57.0,62.0,5.73,5.76,3.56,Ideal,H,SI1,2368
51386,0.71,57.0,62.0,5.73,5.76,3.56,Ideal,H,SI1,2368
10322,0.7983089555010006,57.0,63.1,6.45,6.41,4.06,Very Good,G,SI1,4764
36370,0.33,56.0,61.5,4.47,4.5,2.76,Ideal,D,VS2,940
10659,1.2,59.0,61.7,6.78,6.74,4.17,Premium,H,VS1,4838
10659,1.2,59.0,61.7,6.78,6.74,4.17,Premium,H,VS1,4838
32970,0.37,59.0,59.5,4.64,4.71,2.78,Very Good,E,VS2,811
21506,1.54,59.0,60.2,7.52,7.57,4.54,Ideal,I,VS2,9600
39034,0.41,55.0,61.3,4.81,4.85,2.96,Ideal,H,SI1,1056
43606,0.34,59.0,59.2,4.54,4.58,2.7,Premium,D,SI2,507
43606,0.34,59.0,59.2,4.54,4.58,2.7,Premium,D,SI2,507
23660,1.55,61.0,61.3,7.46,7.39,3.537891143452734,Premium,H,VS2,11708
23952,1.61,58.0,62.6,7.44,7.48,4.67,Ideal,F,SI1,12085
24728,2.02,58.0,59.2,8.29,8.25,4.89,Premium,I,VS2,13068
27859,0.3,53.8,62.3,4.3,4.33,2.69,Ideal,F,VS1,652
20286,1.27,54.0,62.8,6.92,6.87,4.33,Ideal,G,VS2,8705
39597,0.34,56.0,62.3,4.48,4.45,2.78,Ideal,E,VVS1,1084
12020,1.0,59.0,62.5,6.39,6.34,3.98,Premium,F,SI1,5152
7827,0.9,58.0,62.4,6.14,6.16,3.84,Very Good,G,VS1,4297
31909,0.3,54.0,61.8,4.32,4.29,2.66,Ideal,G,VS1,776
43846,0.5,62.0,61.76785962072156,5.31,5.22,2.97,Fair,F,VS1,1446
5675,0.8,54.0,61.6,5.99,5.95,3.68,Ideal,F,VS1,3884
5675,0.8,54.0,61.6,5.99,5.95,3.68,Ideal,F,VS1,3884
5675,0.8,54.0,61.6,5.99,5.95,3.68,Ideal,F,VS1,3884
28136,0.36,56.0,60.6,4.62,4.67,2.81,Ideal,G,VS2,664
28136,0.36,56.0,60.6,4.62,4.67,2.81,Ideal,G,VS2,664
45289,0.7983089555010006,58.0,59.3,5.23,5.2,3.09,Premium,E,VS2,1662
38526,0.34,55.0,62.4,4.47,4.44,2.78,Ideal,E,VS1,1033
24844,1.51,56.0,63.0,7.3,7.26,4.59,Premium,F,VS2,13248
22710,2.06,57.0,61.4,8.22,8.18,5.03,Ideal,I,SI2,10728
22710,2.06,57.0,61.4,8.22,8.18,5.03,Ideal,I,SI2,10728
11000,1.17,61.0,63.6,6.66,6.64,4.23,Good,I,SI1,4914
11530,1.0,57.0,57.6,6.56,6.52,3.77,Fair,E,SI1,5027
29488,0.32,57.42490893754073,62.3,4.41,4.42,2.75,Ideal,E,VS2,702
17471,1.01,57.0,61.9,6.43,6.37,3.96,Ideal,E,VS2,7013
32950,0.25,53.0,62.3,4.02,5.734447312568118,2.52,Ideal,G,VS1,460
666,0.7,57.0,61.6,5.71,5.76,3.53,Ideal,E,SI1,2846
16914,1.02,56.0,61.76785962072156,6.37,6.47,4.04,Very Good,E,VS2,6752
41222,0.43,57.42490893754073,62.0,4.82,4.85,3.0,Ideal,G,VVS1,1207
41222,0.43,57.42490893754073,62.0,4.82,4.85,3.0,Ideal,G,VVS1,1207
23202,1.54,59.0,61.8,7.37,7.32,4.54,Premium,G,SI1,11209
23202,1.54,59.0,61.8,7.37,7.32,4.54,Premium,G,SI1,11209
1744,0.7,59.0,61.0,5.67,5.7,3.47,Very Good,G,VVS2,3039
1744,0.7,59.0,61.0,5.67,5.7,3.47,Very Good,G,VVS2,3039
41080,0.7983089555010006,59.0,61.0,4.82,4.79,2.93,Premium,F,VVS2,1192
7961,1.04,56.0,64.2,6.39,6.36,4.09,Good,F,SI2,4321
13059,0.91,57.0,61.7,6.21,6.23,3.84,Ideal,H,VVS2,5411
29091,0.36,63.0,61.2,4.59,4.56,2.8,Very Good,G,SI1,689
35541,0.33,54.0,62.2,4.46,4.48,2.78,Ideal,E,VVS1,906
1059,0.31,55.0,63.2,4.4,4.3,2.75,Very Good,I,VS2,558
48910,0.7983089555010006,54.0,61.9,5.23,5.25,3.24,Ideal,G,VVS1,2041
33507,0.44,58.0,60.6,4.9,4.96,2.99,Premium,G,VS2,828
28716,0.23,59.0,60.4,4.0,3.95,2.4,Premium,D,VVS2,680
28002,0.3,58.0,61.6,4.31,4.33,2.66,Premium,E,VS2,658
33388,0.36,55.0,61.5,4.59,4.62,2.83,Ideal,F,VVS2,828
29628,0.35,58.0,61.6,4.49,4.54,2.78,Premium,H,SI2,441
18594,1.03,57.0,60.8,6.55,6.57,3.99,Ideal,G,VS1,7587
18492,1.1,55.0,61.9,6.59,6.63,4.09,Ideal,G,VS1,7528
18492,1.1,55.0,61.9,6.59,6.63,4.09,Ideal,G,VS1,7528
34425,0.3,54.0,62.1,4.3,4.33,2.68,Ideal,G,IF,863
34425,0.3,54.0,62.1,4.3,4.33,2.68,Ideal,G,IF,863
34425,0.3,54.0,62.1,4.3,4.33,2.68,Ideal,G,IF,863
41510,0.44,55.0,62.3,4.85,4.88,3.537891143452734,Ideal,D,VS1,1235
53671,0.71,56.0,61.76785962072156,5.73,5.75,3.54,Ideal,E,VS2,2709
10889,1.0,54.0,64.4,6.29,6.32,4.06,Good,G,SI1,4882
17521,0.7983089555010006,57.42490893754073,61.8,6.5,6.55,4.03,Very Good,G,VS1,7049
52374,0.54,59.0,62.0,5.17,5.22,3.22,Premium,D,VVS2,2505
1230,0.7,56.0,61.76785962072156,5.73,5.68,3.51,Ideal,E,VS2,2940
1230,0.7,56.0,61.76785962072156,5.73,5.68,3.51,Ideal,E,VS2,2940
27489,2.52,60.0,60.6,8.78,8.7,5.3,Premium,F,SI2,18179
24830,1.53,59.0,60.3,7.52,7.58,4.55,Very Good,G,VS1,13228
7779,1.02,58.0,58.0,6.84,6.6,3.9,Premium,I,SI1,4284
46136,0.54,53.9,62.0,5.22,5.24,3.24,Ideal,G,VS1,1745
46136,0.54,53.9,62.0,5.22,5.24,3.24,Ideal,G,VS1,1745
51935,0.72,57.0,61.8,5.68,5.74,3.53,Ideal,F,SI1,2440
48476,0.58,55.0,63.3,5.27,5.31,3.35,Very Good,H,VVS1,1979
26155,2.01,59.0,63.9,7.81,7.91,5.02,Good,H,SI1,15467
26155,2.01,59.0,63.9,7.81,7.91,5.02,Good,H,SI1,15467
16946,0.7983089555010006,60.0,58.1,6.53,6.49,3.78,Premium,F,VVS2,6768
40898,0.41,55.0,61.7,4.8,4.76,2.95,Ideal,D,VS2,1177
28136,0.36,56.0,60.6,4.62,4.67,2.81,Ideal,G,VS2,664
28136,0.36,56.0,60.6,4.62,4.67,2.81,Ideal,G,VS2,664
13777,1.27,59.0,62.6,6.92,6.88,4.32,Premium,J,VS1,5618
25425,1.51,58.0,62.5,7.22,7.33,4.55,Very Good,F,VS2,14165
25425,1.51,58.0,62.5,7.22,7.33,4.55,Very Good,F,VS2,14165
25425,1.51,58.0,62.5,7.22,7.33,4.55,Very Good,F,VS2,14165
18335,1.5,63.0,62.0,7.24,7.19,4.47,Very Good,H,SI1,7459
18335,1.5,63.0,62.0,7.24,7.19,4.47,Very Good,H,SI1,7459
39752,0.5,54.0,64.9,5.01,4.98,3.24,Fair,H,SI1,1094
45964,0.24,59.0,61.76785962072156,4.0,4.03,2.48,Ideal,F,VVS1,526
12202,1.23,59.0,62.6,6.78,5.734447312568118,4.27,Very Good,I,SI2,5191
25115,1.78,57.0,60.6,7.89,7.94,4.8,Very Good,F,SI1,13659
25115,1.78,57.0,60.6,7.89,7.94,4.8,Very Good,F,SI1,13659
44869,0.63,54.0,61.7,5.52,5.56,3.42,Ideal,G,SI1,1628
39442,0.7983089555010006,62.0,58.4,5.33,5.28,3.1,Premium,G,SI2,1076
49185,0.7,58.0,62.6,5.64,5.6,3.52,Premium,F,SI2,2075
49185,0.7,58.0,62.6,5.64,5.6,3.52,Premium,F,SI2,2075
20691,1.09,57.42490893754073,61.5,6.62,6.65,4.08,Ideal,G,VVS2,8970
43282,0.3,58.0,62.2,4.33,4.22,2.66,Premium,F,SI2,506
37486,0.35,59.0,62.1,4.49,5.734447312568118,2.78,Ideal,E,VS2,984
40277,0.31,54.0,62.1,4.34,4.36,2.7,Ideal,G,SI1,493
27502,2.02,62.0,60.8,8.17,8.12,3.537891143452734,Premium,H,VS2,18207
47573,0.51,59.0,59.1,5.18,5.21,3.07,Premium,G,VVS2,1875
47573,0.51,59.0,59.1,5.18,5.21,3.07,Premium,G,VVS2,1875
27885,0.3,53.0,62.5,4.31,4.33,2.7,Ideal,G,VVS2,655
27137,2.01,58.0,61.8,8.13,8.06,5.0,Premium,H,SI1,17347
6180,0.74,58.0,63.5,5.78,5.72,3.65,Very Good,E,VVS1,3993
21438,1.21,58.0,58.5,7.06,5.734447312568118,4.1,Premium,G,VVS2,9541
21438,1.21,58.0,58.5,7.06,5.734447312568118,4.1,Premium,G,VVS2,9541
32609,0.31,55.0,62.3,4.37,4.36,2.72,Ideal,H,VVS2,802
26800,1.52,60.0,63.4,7.3,5.734447312568118,4.61,Very Good,F,VS1,16670
18916,1.52,58.0,62.0,7.37,7.34,4.56,Premium,H,SI2,7764
7914,0.9,56.0,63.0,6.11,6.15,3.86,Very Good,E,SI1,4315
11096,1.0,59.0,61.76785962072156,6.48,6.44,3.87,Premium,D,SI2,4928
12949,0.9,56.0,61.4,6.19,6.23,3.81,Very Good,E,SI1,5387
37080,0.41,57.0,63.3,4.72,4.69,2.98,Very Good,F,SI1,969
50085,0.71,57.0,62.4,5.66,5.69,3.54,Very Good,G,SI1,2206
10425,1.09,57.0,63.2,6.54,6.57,4.14,Good,H,SI1,4784
20742,1.51,55.0,62.0,7.42,7.31,4.57,Ideal,J,SI1,8981
2479,0.9,61.0,61.76785962072156,6.42,6.37,3.67,Good,J,VVS2,3193
40084,0.33,55.0,62.1,4.44,4.41,2.75,Ideal,H,IF,1114
9622,0.9,57.0,63.4,6.19,6.08,3.89,Very Good,F,VS2,4637
46384,0.57,58.0,62.0,5.38,5.33,3.32,Premium,E,VS2,1763
16158,1.55,60.0,58.0,7.61,7.58,4.41,Premium,H,SI2,6458
16863,1.06,55.0,61.9,6.54,6.57,4.06,Ideal,G,VS2,6728
23749,1.54,59.0,59.4,7.61,7.55,4.5,Premium,D,VS2,11795
51311,0.31,57.0,59.1,4.45,4.48,2.64,Ideal,G,VS2,544
44182,0.56,57.42490893754073,60.0,5.42,5.38,3.537891143452734,Ideal,D,SI2,1568
466,0.86,62.0,59.3,6.36,6.22,3.73,Premium,F,SI2,2818
46844,0.64,58.0,61.3,5.57,5.53,3.4,Premium,E,SI1,1811
8567,0.9,55.0,61.4,6.18,6.16,3.79,Premium,F,SI1,4435
28595,0.3,60.0,62.2,4.25,4.24,2.64,Premium,G,VS2,675
28595,0.3,60.0,62.2,4.25,4.24,2.64,Premium,G,VS2,675
9533,1.05,57.0,63.0,5.729355091583495,6.41,4.06,Premium,G,SI2,4618
7547,0.96,57.0,63.2,6.27,6.23,3.95,Very Good,G,SI1,4247
19192,1.59,57.0,61.3,7.43,7.52,4.58,Ideal,J,SI1,7943
23128,1.51,57.0,62.9,7.27,7.3,4.58,Very Good,G,SI1,11153
22610,1.6,56.0,61.7,7.53,7.5,4.64,Ideal,F,SI2,10662
22610,1.6,56.0,61.7,7.53,7.5,4.64,Ideal,F,SI2,10662
137,0.71,57.42490893754073,61.8,5.69,5.73,3.53,Premium,F,VS1,2765
12201,1.18,54.0,62.5,6.81,6.78,4.25,Premium,G,SI2,5190
20721,0.31,59.0,62.7,4.3,4.34,2.71,Premium,F,VS2,625
20721,0.31,59.0,62.7,4.3,4.34,2.71,Premium,F,VS2,625
32156,0.28,55.0,60.8,4.26,4.29,2.6,Ideal,E,VVS2,787
30155,0.5,61.0,63.1,5.04,4.97,3.16,Very Good,G,I1,720
18986,1.51,60.0,63.6,7.23,7.27,4.61,Good,I,SI2,7815
20348,1.64,58.0,61.3,7.62,7.58,4.66,Premium,I,SI2,8743
20348,1.64,58.0,61.3,7.62,7.58,4.66,Premium,I,SI2,8743
30938,0.24,56.0,62.0,3.99,4.03,2.48,Very Good,G,VVS2,449
50246,0.7,57.0,59.4,5.77,5.82,3.44,Good,I,VS2,2234
24150,1.51,57.0,64.0,7.31,7.2,4.64,Good,G,VS1,12319
50551,0.7,58.0,62.1,5.63,5.68,3.51,Ideal,I,VVS2,2276
39209,0.7983089555010006,54.0,62.0,5.23,5.28,3.26,Ideal,H,SI1,1065
6285,0.97,55.9,62.2,6.34,5.734447312568118,3.94,Very Good,I,VS2,4018
17101,1.06,58.0,59.8,6.64,6.7,3.99,Very Good,G,VS2,6818
41815,0.43,57.0,61.8,4.85,4.83,2.99,Ideal,F,VVS2,1250
6208,1.01,59.0,59.4,6.53,6.56,3.89,Premium,G,SI2,3999
42119,0.5,60.0,61.76785962072156,5.31,5.27,2.95,Fair,F,VS2,1279
32247,0.31,55.0,62.3,4.32,4.35,2.7,Ideal,H,IF,789
22801,1.51,61.0,61.0,7.47,7.34,4.52,Premium,I,VVS1,10824
26358,0.32,58.0,62.1,4.34,4.39,2.71,Very Good,H,VVS2,645
13058,1.01,57.0,62.8,6.35,6.39,4.0,Very Good,E,SI1,5411
32195,0.35,60.0,59.7,4.58,4.53,2.72,Premium,E,SI1,788
38177,0.4,59.0,61.5,4.75,4.81,2.94,Ideal,F,VVS2,1015
52931,0.72,56.0,61.3,5.77,5.8,3.55,Ideal,I,VVS2,2591
12015,0.83,56.0,62.2,5.99,6.03,3.74,Ideal,E,VS1,5151
23123,1.59,55.0,62.3,7.48,7.52,4.67,Ideal,E,SI2,11149
30450,0.4,56.0,61.0,4.76,4.81,2.92,Ideal,F,SI2,731
17374,0.34,57.0,62.1,4.48,4.44,2.77,Premium,I,VS2,612
43235,0.57,56.0,61.0,5.37,5.32,3.26,Ideal,F,SI2,1397
42131,0.53,54.0,63.0,5.24,5.19,3.29,Ideal,F,SI2,1279
10256,0.81,54.0,62.4,5.93,5.99,3.72,Ideal,G,IF,4751
10256,0.81,54.0,62.4,5.93,5.99,3.72,Ideal,G,IF,4751
13456,1.01,58.0,60.7,6.5,6.48,3.94,Premium,E,SI1,5525
12539,1.5,60.0,65.5,7.07,7.03,4.62,Fair,J,SI2,5268
47122,0.52,57.0,63.5,5.13,5.08,3.24,Very Good,D,VS2,1828
38093,0.45,56.0,63.0,4.9,4.88,3.08,Premium,I,VVS1,1013
40132,0.7983089555010006,54.0,62.7,4.79,4.78,3.0,Ideal,H,VVS1,1115
45667,0.52,56.0,61.3,5.2,5.17,3.18,Ideal,G,VS1,1694
45667,0.52,56.0,61.3,5.2,5.17,3.18,Ideal,G,VS1,1694
1730,0.32,58.0,61.7,4.38,4.44,2.72,Premium,H,VS1,561
1381,0.31,61.0,61.2,4.37,4.36,2.67,Premium,E,SI2,558
14091,1.1,59.0,59.5,6.7,6.77,4.01,Premium,F,SI1,5717
22128,1.83,59.0,61.76785962072156,7.89,7.85,4.75,Premium,H,SI1,10162
53496,0.73,57.0,63.0,5.75,5.67,3.6,Premium,G,VS1,2683
5061,0.34,58.0,60.0,4.58,4.55,2.74,Premium,F,SI2,574
5061,0.34,58.0,60.0,4.58,4.55,2.74,Premium,F,SI2,574
5061,0.34,58.0,60.0,4.58,4.55,2.74,Premium,F,SI2,574
30591,0.31,56.0,62.1,4.34,4.35,2.7,Ideal,D,VS2,734
20315,0.7983089555010006,57.42490893754073,60.1,7.82,7.71,4.67,Good,I,SI2,8731
4166,0.71,56.0,61.3,5.76,5.79,3.54,Ideal,E,VS2,3553
32624,0.31,61.0,58.9,4.43,4.46,2.62,Ideal,H,VS2,457
32624,0.31,61.0,58.9,4.43,4.46,2.62,Ideal,H,VS2,457
18940,1.01,61.0,61.1,6.46,6.4,3.93,Ideal,D,VS1,7785
18940,1.01,61.0,61.1,6.46,6.4,3.93,Ideal,D,VS1,7785
34675,0.41,54.0,63.4,4.74,4.79,3.02,Good,D,VS2,873
5123,0.91,56.0,62.9,6.14,6.17,3.87,Very Good,E,SI2,3763
8713,0.37,56.0,61.4,4.63,4.65,2.85,Ideal,G,SI1,586
8713,0.37,56.0,61.4,4.63,4.65,2.85,Ideal,G,SI1,586
43256,0.42,58.0,61.6,4.76,4.79,2.94,Premium,G,IF,1400
25694,0.36,57.0,59.7,4.69,4.72,2.81,Ideal,F,SI1,644
25694,0.36,57.0,59.7,4.69,4.72,2.81,Ideal,F,SI1,644
21395,1.24,60.0,62.4,6.83,6.8,4.25,Premium,F,VS2,9513
36084,0.32,56.0,62.3,4.35,4.38,2.72,Ideal,G,VVS1,926
17134,1.26,56.0,61.0,7.04,7.0,3.537891143452734,Ideal,H,SI1,6837
16435,1.11,57.0,61.76785962072156,6.58,6.6,4.11,Very Good,E,SI1,6563
46685,0.7,63.0,58.2,5.729355091583495,5.79,3.38,Ideal,G,SI2,1790
45042,0.52,57.0,60.7,5.23,5.25,3.18,Ideal,H,VVS1,1639
47683,0.51,62.0,62.0,5.09,5.04,3.14,Premium,E,VVS2,1882
47683,0.51,62.0,62.0,5.09,5.04,3.14,Premium,E,VVS2,1882
10772,1.02,56.0,61.3,5.729355091583495,5.734447312568118,3.98,Ideal,F,SI2,4855
47890,0.74,59.0,62.2,5.74,5.81,3.59,Very Good,J,SI1,1913
10829,1.11,55.0,62.0,6.61,6.68,4.12,Very Good,H,SI1,4871
44159,0.57,58.0,60.7,5.31,5.37,3.24,Very Good,G,VS2,1565
44159,0.57,58.0,60.7,5.31,5.37,3.24,Very Good,G,VS2,1565
16534,1.01,57.42490893754073,60.8,6.46,6.43,3.92,Premium,E,VS2,6606
16534,1.01,57.42490893754073,60.8,6.46,6.43,3.92,Premium,E,VS2,6606
33666,0.3,62.0,58.4,4.4,4.43,2.58,Ideal,G,IF,835
37279,0.3,57.0,62.1,4.27,4.29,2.66,Very Good,G,VS2,484
12828,1.0,59.0,61.3,6.39,6.35,3.9,Premium,F,VS2,5347
37362,0.7983089555010006,58.0,61.1,4.74,4.76,2.9,Premium,G,SI1,982
44054,0.7983089555010006,59.0,61.9,5.11,5.14,3.17,Very Good,F,VS2,1550
35905,0.32,55.0,61.8,4.41,4.43,2.73,Ideal,G,IF,918
46666,0.7,59.0,61.7,5.64,5.67,3.49,Very Good,J,SI2,1788
46666,0.7,59.0,61.7,5.64,5.67,3.49,Very Good,J,SI2,1788
18709,0.27,58.0,61.7,4.12,4.15,2.55,Very Good,E,VVS2,620
21063,1.5,59.0,60.8,7.3,7.36,4.46,Premium,F,SI2,9240
16318,1.22,58.0,63.1,6.8,6.74,4.27,Very Good,F,SI1,6530
44415,0.52,55.0,61.0,5.19,5.23,3.18,Ideal,E,SI1,1586
2702,0.31,56.0,60.8,4.38,4.4,2.67,Ideal,G,VS2,562
2702,0.31,56.0,60.8,4.38,4.4,2.67,Ideal,G,VS2,562
43621,0.46,58.0,60.5,5.02,4.97,3.02,Premium,F,SI1,1432
43621,0.46,58.0,60.5,5.02,4.97,3.02,Premium,F,SI1,1432
43621,0.46,58.0,60.5,5.02,4.97,3.02,Premium,F,SI1,1432
1472,0.71,58.0,62.6,5.72,5.68,3.57,Premium,E,SI1,2982
1472,0.71,58.0,62.6,5.72,5.68,3.57,Premium,E,SI1,2982
33581,0.38,55.8,61.3,4.65,4.71,2.87,Ideal,G,SI1,832
4767,0.71,58.0,64.2,5.65,5.6,3.61,Good,D,VS1,3690
22272,1.1,59.0,62.2,6.56,6.69,4.12,Very Good,G,VVS1,10329
8169,1.07,59.0,60.5,6.67,6.59,4.01,Premium,E,SI2,4362
3165,0.61,57.0,60.1,5.53,5.58,3.34,Ideal,D,VVS2,3336
35519,0.43,56.0,61.1,4.88,4.91,2.99,Ideal,F,VS2,905
20495,0.7983089555010006,58.0,62.4,6.75,6.81,4.23,Very Good,F,VS2,8829
20495,0.7983089555010006,58.0,62.4,6.75,6.81,4.23,Very Good,F,VS2,8829
3164,0.64,56.0,61.0,5.55,5.59,3.4,Ideal,F,VVS2,3336
3164,0.64,56.0,61.0,5.55,5.59,3.4,Ideal,F,VVS2,3336
25745,0.7983089555010006,61.0,62.5,7.32,7.25,4.55,Ideal,G,VS2,14675
29053,0.4,58.0,63.2,4.66,4.7,2.96,Good,E,SI1,687
29053,0.4,58.0,63.2,4.66,4.7,2.96,Good,E,SI1,687
24601,2.02,60.0,63.5,7.98,7.93,5.05,Very Good,G,SI1,12915
33828,0.7983089555010006,54.0,61.9,4.41,4.44,2.74,Ideal,E,VVS2,843
50340,0.5,57.0,61.1,5.11,5.13,3.13,Ideal,D,VS2,2243
24698,0.3,56.0,62.6,4.25,4.28,2.67,Very Good,H,VVS1,638
26078,2.04,60.0,60.0,8.3,8.26,4.97,Ideal,I,SI1,15308
11992,1.14,57.0,61.6,6.68,6.73,4.13,Ideal,H,SI1,5146
40242,0.37,56.0,61.2,4.67,4.64,2.85,Ideal,E,VS1,1124
17251,0.7983089555010006,54.0,62.0,6.61,6.65,4.11,Ideal,G,SI1,6905
23269,1.53,58.0,62.2,7.34,7.3,4.55,Premium,H,VS2,11280
47624,0.7983089555010006,57.0,61.4,5.29,5.27,3.24,Premium,E,VS2,1881
47624,0.7983089555010006,57.0,61.4,5.29,5.27,3.24,Premium,E,VS2,1881
29556,0.4,57.0,61.3,4.77,4.79,2.93,Ideal,H,SI1,705
37601,0.23,62.0,58.8,4.04,4.06,2.38,Very Good,E,VVS2,485
37601,0.23,62.0,58.8,4.04,4.06,2.38,Very Good,E,VVS2,485
52295,0.25,58.0,64.2,3.96,4.01,2.56,Very Good,F,VVS1,548
28727,0.31,57.0,61.6,4.35,4.38,2.69,Ideal,E,VS2,680
30764,0.25,58.0,62.9,4.03,4.01,2.53,Ideal,E,VVS1,740
13599,1.2,60.0,58.9,6.98,6.94,4.1,Ideal,G,SI2,5562
12146,0.7983089555010006,60.0,63.7,6.29,6.24,3.99,Ideal,E,SI1,5174
31556,0.38,57.0,60.4,4.67,4.7,2.83,Very Good,G,VS2,766
4622,0.91,56.0,60.7,6.26,6.22,3.79,Ideal,E,SI1,3665
46464,0.5,57.42490893754073,62.8,5.09,5.0,3.537891143452734,Premium,E,VS1,1775
16879,1.01,56.0,61.0,6.47,6.51,3.96,Ideal,G,VS2,6734
16879,1.01,56.0,61.0,6.47,6.51,3.96,Ideal,G,VS2,6734
42617,0.32,60.0,61.0,4.42,4.47,2.71,Premium,I,VS1,505
35407,0.32,55.0,61.9,4.43,4.42,2.74,Ideal,E,VS2,900
53687,0.74,55.0,62.3,5.77,5.82,3.61,Ideal,I,VVS1,2715
9026,1.05,62.0,61.76785962072156,6.45,6.49,4.05,Very Good,G,SI2,4516
37606,0.24,61.0,61.5,4.02,4.04,2.48,Very Good,D,VVS2,485
37606,0.24,61.0,61.5,4.02,4.04,2.48,Very Good,D,VVS2,485
47361,0.54,55.0,61.8,5.21,5.24,3.23,Ideal,H,VVS1,1846
47361,0.54,55.0,61.8,5.21,5.24,3.23,Ideal,H,VVS1,1846
52414,0.7,59.0,61.4,5.59,5.74,3.51,Premium,G,VS1,2512
3588,1.0,61.0,65.3,6.33,6.13,4.03,Fair,J,VS2,3422
35686,0.7983089555010006,61.0,62.6,4.25,4.22,2.65,Premium,D,VS2,911
3183,0.74,54.8,62.0,5.81,5.83,3.61,Ideal,F,VS1,3340
51347,0.8,58.0,62.8,5.86,5.9,3.69,Good,G,SI2,2363
24978,1.13,57.0,61.8,6.66,6.71,4.13,Ideal,E,VVS1,13485
22697,0.7983089555010006,57.42490893754073,62.5,4.53,4.5,2.82,Ideal,I,VS2,630
1309,0.95,57.0,63.8,6.13,6.23,3.94,Good,I,SI2,2956
33599,0.37,57.0,60.8,4.66,4.61,2.82,Ideal,G,VS2,833
45643,0.25,56.0,61.5,4.06,4.08,2.5,Ideal,G,VVS2,525
10184,1.0,60.0,63.9,5.729355091583495,6.27,3.99,Good,G,SI1,4737
21194,1.51,59.0,63.0,7.28,7.3,4.59,Very Good,I,VS1,9343
37399,0.37,57.0,60.5,4.65,4.68,2.82,Ideal,D,VVS2,983
9378,0.32,57.0,62.0,4.38,4.42,2.73,Ideal,D,SI1,589
16666,1.03,56.0,60.7,5.729355091583495,6.56,3.99,Ideal,F,VS2,6662
17450,1.01,58.0,62.8,6.32,6.39,3.99,Very Good,F,VS1,6999
5686,0.91,60.0,61.6,6.19,6.21,3.82,Very Good,H,VS2,3887
39967,0.4,59.0,61.4,4.71,4.74,2.9,Ideal,E,VVS2,1106
40186,0.52,54.0,61.8,5.15,5.18,3.19,Very Good,E,SI2,1120
3378,0.31,55.0,63.2,4.31,4.33,2.73,Good,G,SI2,408
37882,0.48,60.0,62.9,4.93,4.9,3.09,Premium,E,SI2,1005
25692,0.32,56.0,60.0,4.5,4.53,2.71,Very Good,D,SI1,644
25692,0.32,56.0,60.0,4.5,4.53,2.71,Very Good,D,SI1,644
34204,0.33,59.0,62.1,4.44,4.39,2.74,Premium,F,VS2,854
28556,0.7983089555010006,61.0,60.4,4.34,4.3,2.61,Premium,H,VS1,675
22592,0.7983089555010006,56.0,62.7,6.69,6.67,4.19,Ideal,G,VVS1,10644
1999,0.72,57.0,61.8,5.76,5.73,3.55,Ideal,D,VS2,3099
1513,0.73,56.0,61.4,5.78,5.82,3.537891143452734,Ideal,D,SI1,2995
9921,1.01,60.0,60.1,6.41,6.47,3.87,Very Good,D,SI2,4690
9921,1.01,60.0,60.1,6.41,6.47,3.87,Very Good,D,SI2,4690
1108,0.85,57.0,61.76785962072156,6.1,6.02,3.76,Ideal,G,SI2,2913
